Image,Mask
E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Image/102_7.npy,E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Mask/102_7.npy
E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Image/102_8.npy,E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Mask/102_8.npy
E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Image/102_9.npy,E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Mask/102_9.npy
E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Image/103_0.npy,E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Mask/103_0.npy
E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Image/103_1.npy,E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Mask/103_1.npy
E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Image/103_10.npy,E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Mask/103_10.npy
E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Image/103_11.npy,E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Mask/103_11.npy
E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Image/103_12.npy,E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Mask/103_12.npy
E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Image/103_13.npy,E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Mask/103_13.npy
E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Image/103_14.npy,E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Mask/103_14.npy
E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Image/103_15.npy,E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Mask/103_15.npy
E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Image/103_2.npy,E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Mask/103_2.npy
E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Image/103_3.npy,E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Mask/103_3.npy
E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Image/103_4.npy,E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Mask/103_4.npy
E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Image/103_5.npy,E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Mask/103_5.npy
E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Image/103_6.npy,E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Mask/103_6.npy
E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Image/103_7.npy,E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Mask/103_7.npy
E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Image/103_8.npy,E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Mask/103_8.npy
E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Image/103_9.npy,E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Mask/103_9.npy
E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Image/104_0.npy,E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Mask/104_0.npy
E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Image/104_1.npy,E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Mask/104_1.npy
E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Image/104_10.npy,E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Mask/104_10.npy
E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Image/104_11.npy,E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Mask/104_11.npy
E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Image/104_12.npy,E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Mask/104_12.npy
E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Image/104_13.npy,E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Mask/104_13.npy
E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Image/104_14.npy,E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Mask/104_14.npy
E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Image/104_15.npy,E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Mask/104_15.npy
E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Image/104_2.npy,E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Mask/104_2.npy
E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Image/104_3.npy,E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Mask/104_3.npy
E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Image/104_4.npy,E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Mask/104_4.npy
E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Image/104_5.npy,E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Mask/104_5.npy
E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Image/104_6.npy,E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Mask/104_6.npy
E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Image/104_7.npy,E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Mask/104_7.npy
E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Image/104_8.npy,E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Mask/104_8.npy
E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Image/104_9.npy,E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Mask/104_9.npy
E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Image/105_0.npy,E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Mask/105_0.npy
E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Image/105_1.npy,E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Mask/105_1.npy
E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Image/105_10.npy,E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Mask/105_10.npy
E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Image/105_11.npy,E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Mask/105_11.npy
E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Image/105_12.npy,E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Mask/105_12.npy
E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Image/105_13.npy,E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Mask/105_13.npy
E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Image/105_14.npy,E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Mask/105_14.npy
E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Image/105_15.npy,E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Mask/105_15.npy
E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Image/105_2.npy,E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Mask/105_2.npy
E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Image/105_3.npy,E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Mask/105_3.npy
E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Image/105_4.npy,E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Mask/105_4.npy
E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Image/105_5.npy,E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Mask/105_5.npy
E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Image/105_6.npy,E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Mask/105_6.npy
E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Image/105_7.npy,E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Mask/105_7.npy
E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Image/105_8.npy,E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Mask/105_8.npy
E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Image/105_9.npy,E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Mask/105_9.npy
E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Image/106_0.npy,E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Mask/106_0.npy
E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Image/106_1.npy,E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Mask/106_1.npy
E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Image/106_10.npy,E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Mask/106_10.npy
E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Image/106_11.npy,E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Mask/106_11.npy
E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Image/106_12.npy,E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Mask/106_12.npy
E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Image/106_13.npy,E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Mask/106_13.npy
E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Image/106_14.npy,E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Mask/106_14.npy
E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Image/106_15.npy,E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Mask/106_15.npy
E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Image/106_2.npy,E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Mask/106_2.npy
E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Image/106_3.npy,E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Mask/106_3.npy
E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Image/106_4.npy,E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Mask/106_4.npy
E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Image/106_5.npy,E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Mask/106_5.npy
E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Image/106_6.npy,E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Mask/106_6.npy
E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Image/106_7.npy,E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Mask/106_7.npy
E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Image/106_8.npy,E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Mask/106_8.npy
E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Image/106_9.npy,E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Mask/106_9.npy
E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Image/107_0.npy,E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Mask/107_0.npy
E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Image/107_1.npy,E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Mask/107_1.npy
E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Image/107_10.npy,E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Mask/107_10.npy
E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Image/107_11.npy,E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Mask/107_11.npy
E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Image/107_12.npy,E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Mask/107_12.npy
E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Image/107_13.npy,E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Mask/107_13.npy
E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Image/107_14.npy,E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Mask/107_14.npy
E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Image/107_15.npy,E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Mask/107_15.npy
E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Image/107_2.npy,E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Mask/107_2.npy
E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Image/107_3.npy,E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Mask/107_3.npy
E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Image/107_4.npy,E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Mask/107_4.npy
E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Image/107_5.npy,E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Mask/107_5.npy
E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Image/107_6.npy,E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Mask/107_6.npy
E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Image/107_7.npy,E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Mask/107_7.npy
E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Image/107_8.npy,E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Mask/107_8.npy
E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Image/107_9.npy,E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Mask/107_9.npy
E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Image/108_0.npy,E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Mask/108_0.npy
E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Image/108_1.npy,E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Mask/108_1.npy
E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Image/108_10.npy,E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Mask/108_10.npy
E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Image/108_11.npy,E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Mask/108_11.npy
E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Image/108_12.npy,E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Mask/108_12.npy
E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Image/108_13.npy,E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Mask/108_13.npy
E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Image/108_14.npy,E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Mask/108_14.npy
E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Image/108_15.npy,E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Mask/108_15.npy
E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Image/108_2.npy,E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Mask/108_2.npy
E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Image/108_3.npy,E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Mask/108_3.npy
E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Image/108_4.npy,E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Mask/108_4.npy
E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Image/108_5.npy,E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Mask/108_5.npy
E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Image/108_6.npy,E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Mask/108_6.npy
E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Image/108_7.npy,E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Mask/108_7.npy
E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Image/108_8.npy,E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Mask/108_8.npy
E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Image/108_9.npy,E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Mask/108_9.npy
E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Image/109_0.npy,E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Mask/109_0.npy
E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Image/109_1.npy,E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Mask/109_1.npy
E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Image/109_10.npy,E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Mask/109_10.npy
E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Image/109_11.npy,E:\challenge\data\2022Ultra-low dose PET\task_dose1_20\train/Mask/109_11.npy
