y_predict,y_true,y_score0,y_score1,y_score2
2,2,0.002329577,0.045330707,0.9523397
2,2,0.0004488665,0.0058515323,0.99369955
2,2,0.001064247,0.014922969,0.98401284
2,2,0.00078949,0.009171604,0.99003893
2,2,0.01153425,0.18036652,0.8080992
2,2,0.0012255595,0.017006515,0.9817679
2,2,0.0045505646,0.0738127,0.9216367
2,2,0.004735524,0.10423322,0.8910312
2,2,0.0012567263,0.018142214,0.9806011
2,2,0.00048640594,0.0054094577,0.9941042
2,2,0.0017392003,0.032630205,0.96563065
2,2,0.00020947015,0.0027732018,0.9970174
2,2,0.0023434549,0.043418996,0.9542376
2,2,0.00094370916,0.013665166,0.98539114
2,2,0.01330897,0.36300698,0.62368405
2,2,0.0011943777,0.016916567,0.98188907
2,2,0.0021841798,0.039757494,0.9580583
2,2,0.0007626119,0.010944528,0.9882929
2,2,0.00039897158,0.0054686796,0.99413234
1,2,0.056761276,0.7184554,0.22478332
2,2,0.001561292,0.023830786,0.9746079
2,2,0.00043670085,0.006126599,0.99343663
2,2,0.0018065252,0.026176881,0.9720166
2,2,0.0011201291,0.015128387,0.9837515
2,2,0.0031775294,0.07285559,0.9239668
2,2,0.00068794494,0.010146361,0.9891657
2,2,0.0003290856,0.005861068,0.9938099
2,2,0.0008122519,0.013188168,0.9859995
2,2,0.018438682,0.36302188,0.6185395
2,2,0.0028460554,0.051252164,0.9459018
1,2,0.073951855,0.8517282,0.074319966
2,2,0.00025084472,0.002762312,0.9969868
2,2,0.0024111364,0.040428422,0.9571605
1,2,0.112933956,0.8679641,0.019102013
2,2,0.0018323946,0.032044332,0.9661233
2,2,0.0013656074,0.021438194,0.9771962
2,2,0.0012232369,0.01964377,0.97913295
2,2,0.0054066596,0.14203942,0.8525539
2,2,0.0053143385,0.12916344,0.86552227
2,2,0.016562592,0.41177833,0.5716591
2,2,0.0022641371,0.029502276,0.9682335
2,2,0.00066444644,0.00907187,0.9902637
2,2,0.0005359491,0.008816332,0.99064773
2,2,0.002272071,0.030743474,0.9669845
2,2,0.0021552097,0.02325169,0.97459304
2,2,0.0025614954,0.03543743,0.9620011
2,2,0.0002433474,0.003513212,0.9962435
2,2,0.0007249106,0.012731243,0.98654383
2,2,0.0019381684,0.030902091,0.96715975
2,2,0.00083905284,0.011636759,0.98752415
2,2,0.00038517665,0.0048142695,0.99480057
2,2,0.003748134,0.060809728,0.9354421
2,2,0.00093921635,0.01194513,0.9871157
2,2,0.00034431161,0.0046069287,0.9950487
2,2,0.002991189,0.06681923,0.9301896
2,2,0.0089246305,0.19913954,0.7919358
2,2,0.0060502123,0.1018531,0.8920967
2,2,0.017342024,0.35987678,0.62278116
1,2,0.05428502,0.85874486,0.08697013
2,2,0.0006403966,0.010212017,0.98914766
2,2,0.0028697085,0.04377104,0.95335925
2,2,0.00093520526,0.012429701,0.986635
2,2,0.0018295047,0.020336708,0.97783375
2,2,0.00035056387,0.0049328473,0.9947166
2,2,0.00044569024,0.0057532587,0.99380106
2,2,0.0009000641,0.011973202,0.98712677
2,2,0.00032385974,0.003878684,0.9957975
2,2,0.003266618,0.06284435,0.93388903
2,2,0.0044193454,0.09833476,0.8972458
2,2,0.0013764687,0.016602242,0.98202133
2,2,0.0002547616,0.0031169488,0.9966282
2,2,0.00032731824,0.0036734808,0.9959992
2,2,0.00021344586,0.0026224435,0.9971641
2,2,0.00018743171,0.0021862765,0.99762636
2,2,0.00013440796,0.0019642627,0.9979013
2,2,0.00057100074,0.0076196883,0.9918093
2,2,0.0007212983,0.00762349,0.99165523
2,2,0.0009743777,0.012686776,0.98633885
2,2,0.00077866524,0.010121052,0.9891003
2,2,0.0004812363,0.0064484323,0.9930703
2,2,0.00064083707,0.008477285,0.9908819
2,2,0.0011562875,0.016603636,0.98224
2,2,0.0006957966,0.0062339357,0.9930703
2,2,0.00038781954,0.004586908,0.9950252
2,2,0.00013468674,0.0016912112,0.9981741
2,2,0.00016611107,0.0017419775,0.9980919
2,2,0.000115074195,0.0014043971,0.9984805
2,2,0.00050104636,0.006120511,0.99337846
2,2,0.000255998,0.0035666993,0.9961773
2,2,0.00021772717,0.0024238639,0.9973584
2,2,0.00019449693,0.0021370428,0.99766845
2,2,0.0009098875,0.0125305485,0.9865595
2,2,0.0015803236,0.013430162,0.9849895
2,2,0.001204555,0.013860127,0.9849353
2,2,0.00028738743,0.0033451384,0.99636745
2,2,0.00019942629,0.0022957327,0.9975049
2,2,0.001027233,0.01146767,0.9875051
2,2,0.004759122,0.060713436,0.93452746
2,2,0.00056689203,0.006683502,0.9927496
2,2,0.000990412,0.013212642,0.985797
2,2,0.00015646958,0.0021347865,0.9977087
2,2,0.0020524797,0.013474374,0.98447317
2,2,0.00019492843,0.0021844665,0.99762064
2,2,0.0002145518,0.0024454403,0.99734
2,2,0.00015417828,0.0015819053,0.9982639
2,2,0.00043965463,0.004393095,0.99516726
2,2,0.00039816153,0.0043492573,0.9952526
2,2,0.00015042306,0.0015834166,0.99826616
2,2,0.00019505511,0.0027719087,0.997033
2,2,0.0003660248,0.0038262159,0.99580777
2,2,0.001117581,0.008502206,0.9903803
2,2,0.00025876696,0.0026563255,0.9970849
2,2,0.00026770192,0.003628931,0.9961034
2,2,0.00014334836,0.0017609715,0.9980957
2,2,0.00014756313,0.0015397489,0.9983127
2,2,0.00018450599,0.0024505954,0.99736494
2,2,0.00026789357,0.0030326052,0.9966995
2,2,0.00018260136,0.0019716595,0.99784577
2,2,0.0011344758,0.017879367,0.9809862
2,2,0.00015568064,0.0018781804,0.9979662
2,2,0.00020841276,0.003077943,0.99671364
2,2,0.00094329845,0.013445144,0.98561156
2,2,0.0036130596,0.075815514,0.92057145
2,2,0.00074169674,0.01044474,0.9888136
2,2,0.0010723424,0.014644469,0.9842832
2,2,0.0007713331,0.009210579,0.99001807
2,2,0.0032394044,0.045878433,0.95088214
2,2,0.00095930556,0.012133734,0.986907
2,2,0.0003332851,0.0050068726,0.99465984
2,2,0.00072970596,0.009535012,0.98973525
2,2,0.016003465,0.24403946,0.7399571
2,2,0.0010166939,0.0126393745,0.986344
2,2,0.0010312164,0.01389926,0.9850696
2,2,0.0003032344,0.004314029,0.9953827
2,2,0.003133334,0.041900072,0.9549666
2,2,0.00037140097,0.0046756635,0.9949529
2,2,0.00018759523,0.0027211295,0.9970913
2,2,0.00063322665,0.008243893,0.99112284
2,2,0.0003862153,0.0048452467,0.9947686
2,2,0.00060109055,0.009100292,0.9902986
2,2,0.00017629474,0.0022610673,0.99756265
2,2,0.0027061952,0.041806087,0.9554877
2,2,0.0024015533,0.033121098,0.9644773
2,2,0.00027524185,0.003302981,0.9964218
2,2,0.0042928043,0.103480935,0.8922263
2,2,0.00015495277,0.002381332,0.9974637
2,2,0.0032218439,0.05411801,0.9426601
2,2,0.00033972555,0.004658412,0.99500185
